customerid,pais,estado
8a858f3355ae6a610155c1daebe61b76,NG,Lagos
8a858f5a57519e4801576b2bd3284e9c,NG,Ondo
8a858e035693e02901569c2e205d58ac,NG,Anambra
8a858f975c4582c4015c468f7f4f4e9a,NG,Lagos
8a858efe5bca0a81015bcafa92f72787,NG,Lagos
8a858eae5c356262015c3575c5b40c22,NG,Lagos
8a858f1c5ca1e2f9015ca1f18d750635,NG,Edo
8a858966538deb190153a778edfb61aa,NG,Lagos
8a858fc55b672960015b672de67d0409,NG,Lagos
8a8588ae53f1cb7c0153fefa47f32810,NG,Lagos
8a858ece5d1e42c3015d2932d79e6781,NG,Oyo
8a858ee25ca1a0f9015ca1c488821488,NG,Lagos
8a858e6f5668e01701568dc4c95e13d0,NG,Kaduna
8a858f275a8e994e015a8ebcf96914e1,NG,Lagos
8a858f3d5add42e2015ae1446fbf7d56,NG,Lagos
8a858f505cf46e04015cf46f85330131,NG,Abuja Federal Capital Territory
8a858f475c7ea023015c7ed381550c5c,NG,Oyo
8a858fab5cd5e1a7015cdf590c9d1f59,NG,Lagos
8a8588f754a058cb0154bb6c773d1bbb,NG,Ogun
8a858f8f5c87d0c8015c8835a5153de6,NG,Ogun
8a858fd35b5dfefb015b5e3c893626a2,NG,Lagos
8a858ff15a8fa5b0015a9324780b35fd,NG,Kwara
8a858e935b496584015b4dea69253842,NG,Lagos
8a858fb95a951d1a015a9627728034e1,NG,Lagos
8a858fa459eecb2a0159eecbae2d0051,NG,Oyo
8a858ec358dc5c130158ea2c46c124be,NG,Lagos
8a858e5b5d37b45d015d3bc259e55449,NG,Lagos
8a858f255cb1710a015cc3e7f142101c,NG,Abia
8a858fcf5b39c3ba015b3ce36bad10a2,NG,Ogun
8a858e6c5c88d145015c97ee34d02391,NG,Lagos
8a858fc15b68ba6a015b6b094b622d76,NG,Lagos
8a858fa459e0a1340159ec74c24a744b,NG,Oyo
8a858f2c59caaf2c0159cb0d4b953714,NG,Lagos
8a858eda5c8863ff015c88f52dcb33fd,NG,Ogun
8a858fa3586d20e0015871142a6046af,NG,Lagos
8a858edc5c7e7da5015c8166e88960b4,NG,Lagos
8a858e36590808e3015947b0870e6c89,NG,Ogun
8a858f8f5bfd3cfa015c0b4d7b61102c,NG,Plateau
8a858e0f5c45466f015c541a01a868a1,NG,Lagos
8a858ef255c55fd60155c8f865611d5e,NG,Rivers
8a858f7b5763d88001576be2678d67c6,NG,Ogun
8a858e35589c0ac00158a5b90844229d,NG,Bauchi
8a858e6d58b0cc520158b4bcc7f61ef2,NG,Lagos
8a858ff259d1429e0159d1a4117e23bd,NG,Lagos
8a858f9f5679951a015692c661784bb8,NG,Lagos
8a858fc55b2548dd015b28d40a9876fe,NG,Lagos
8a858fa55d37a570015d38332887360d,NG,Ondo
8a858fd05bf22b18015bf25758ea1c9e,NG,Delta
8a858f305c8dd672015c9665d0c0122b,NG,Lagos
8a858feb58c565cf0158d11c49895721,NG,Edo
8a858e185b57cc76015b57ee502c112c,NG,Lagos
8a858e105bd92644015bdb6b69395d10,NG,Lagos
8a858f295c8d307f015c9615b6da3771,NG,Lagos
8a858f505cf46e04015cf760b94b7ef5,NG,Lagos
8a858fb15b34a708015b34e097fa30af,NG,Lagos
8a858f9e5a6b4fad015a6b925e3c29fd,NG,Lagos
8a858e0458d4ac3d0158dd57e64e736c,NG,Oyo
8a858f9c5be882ce015be8911fac0b0f,NG,Lagos
8a858e8e58f6d66f0158fd7ee9af731f,NG,Ondo
8a858ee45b39aa80015b3b3933c2121e,NG,Oyo
8a858fa1581f869601582023dd373106,NG,Lagos
8a858fd05bfd7d3c015bfe43473d3c9d,NG,Oyo
8a858ffa5adb9abd015adbe07c2c2e52,NG,Lagos
8a858ee755a0c84a0155a77bd775235f,NG,Cross River
8a858f375b493337015b4a7a04286bac,NG,Lagos
8a858f155b38a417015b38be6a8826ce,NG,Osun
8a858f565b683b56015b7ad54ddc7f78,NG,Rivers
8a858f5f55f9698c0156028d5ba328e7,NG,Lagos
8a858e005941690001596c6cde945968,NG,Osun
8a858ee055ffbe17015607e67cec57e9,NG,Lagos
8a858f3455a0d8070155c5fee7cc0a6d,NG,Rivers
8a858f24584470a0015850703b290278,NG,Abuja Federal Capital Territory
8a858ed55c63db54015c6f9d253b5be9,NG,Abuja Federal Capital Territory
8a858f975c4582c4015c4ec6fafe741d,NG,Kaduna
8a858f465668e3d601566dfe49be619d,NG,Lagos
8a858f3d5bfc954e015bfcaf90e1114b,NG,Lagos
8a858f165bf7b5ca015bf7b8e30e0199,NG,Lagos
8a858f8a5b146b08015b14807b6c1308,NG,Ogun
8a858f9f5679951a01567bdd5d0776da,NG,Abuja Federal Capital Territory
8a858eb554d4ccaf0154de19c1281f9d,NG,Lagos
8a858e5d5c7e25b4015c8196828519c6,NG,Benue
8a858f195a374aff015a374cdbbb01a4,NG,Lagos
8a858fb85c3b2e0c015c3f2187793fea,NG,Lagos
8a8589595384a8530153a32a2e9f584d,NG,Rivers
8a858ffd5c8d343d015c97e4929d0f31,NG,Oyo
8a858e675a3bef15015a3c06da560bdd,NG,Lagos
8a858fd3552c7562015544a1c5f8311e,NG,Delta
8a858fee5863a04901586c7547896071,NG,Lagos
8a858f4156939c3c015693a5a85504cb,NG,Lagos
8a858ecc57b9184b0157c4ffc1b80614,NG,Lagos
8a858e345bd96da8015be4fad6386f24,NG,Lagos
8a858ee55c830000015c867880563fc3,NG,Abuja Federal Capital Territory
8a858eec5ca21dcb015ca463b66a6f36,NG,Lagos
8a858e775b10631f015b1099fea22372,NG,Plateau
8a858f675c1c43bc015c1f5eb8737aad,NG,Niger
8a858f925d3c3cad015d3c4541e2059f,NG,Ogun
8a858f2e5b81c373015b856bc8fe7b24,NG,Ogun
8a858ff85bd93919015be207811e0c52,NG,Lagos
8a858ebc5b43210a015b4326f173080e,NG,Oyo
8a858e245c214660015c307d07003faf,NG,Lagos
8a858e625c8d993a015ca08967f80999,NG,Rivers
8a858ef85cf9e152015cfa4236fd2670,NG,Imo
8a858f9158aff6a30158b4c1f2b60833,NG,Lagos
8a858f3b59eed4f10159ef24ce33295f,NG,Lagos
8a858ea45b35639b015b3712616e2d5f,NG,Abuja Federal Capital Territory
8a858faf5679a838015685e32ce57cb0,NG,Oyo
8a858e69566ae5b801566c40bb294259,NG,Osun
8a858e6656322b0f015643271cc23836,NG,Oyo
8a858e195b90e512015ba0eb4eed5ef5,NG,Kwara
8a858e8c5d37e319015d3bac80e24f51,NG,Ebonyi
8a858e725c3ae262015c3b08d771135e,NG,Delta
8a858e5b5bd99460015be170e2465d99,NG,Oyo
8a858f2b5b870cfe015b870e2543007e,NG,Oyo
8a858eab5cf9c4c8015d094a5d9036d5,NG,Oyo
8a858e445cd56553015ce0837e8536e7,NG,Lagos
8a858e655a047d1a015a0e7907c55531,NG,Lagos
8a858900536a043401537f6cf1b222b7,NG,Lagos
8a858e675c3fe0a1015c44ba8a037fee,NG,Ekiti
8a858e6f5668e01701568f255f051ac4,US,New York
8a858fda5c1bd1f7015c1be7f7450f37,NG,Delta
8a8589f35451855401546b0738c42524,NG,Lagos
8a8589a7545186b1015468c4ca294b60,NG,Abuja Federal Capital Territory
8a858f0c5ca18b3d015ca194f4a60867,NG,Lagos
8a858e575bf80f73015bfbc59df93401,NG,Akwa Ibom
8a858e675b00c831015b06776ce75e69,NG,Oyo
8a858ee55830c4b90158337542ab18a1,NG,Lagos
8a85881053bc33670153c79e8e84571a,NG,Oyo
8a858f8b57a6f4c20157adda48ff6235,NG,Imo
8a858f0f5bfd79d2015c0331ce3378fe,NG,Oyo
8a85895054be35160154c4ecf44a240c,NG,Ogun
8a858f3b5c1c5a08015c1d0f431230ad,NG,Delta
8a858f0c5cef4be2015cf091fdad6659,NG,Oyo
8a858e0256b781d80156b8f2d33c4f27,NG,Rivers
8a858fd05bfd7d3c015c01cafeeb3cc1,NG,Lagos
8a858fc25bafabdc015bb47fda0323e5,NG,Lagos
8a858e245c214660015c3397e4db389a,NG,Kwara
8a858e8b5bc9e7e6015bcd7374077f0c,NG,Lagos
8a858f2e5c699f3a015c77aa22ed7f23,NG,Ogun
8a858fde580afd48015818eda53830c8,NG,Lagos
8a858e135cb22031015cbafc76964ebd,NG,Lagos
8a858e275c7ea5ec015c82482d7c3996,NG,Ogun
8a858e5b5bd99460015bdc95cd485634,NG,Delta
8a858efd5ca70688015cabd1f1e94b55,NG,Lagos
8a858e785acd3412015acd48f4920d04,NG,Kano
8a858f045bc9690c015bca251e9a4e95,NG,Lagos
8a858ea05a859123015a8892914d15b7,NG,Lagos
8a858f275c451af5015c546a50ce55ed,NG,Osun
8a858f405d13c45f015d13dd93ec0c1c,NG,Lagos
8a858f735c161bda015c164d86632026,NG,Lagos
8a858f2a5ce989dd015ce9fc24b1474b,NG,Ogun
8a858f3a5c10828d015c109746d20aee,NG,Delta
8a858fb4563228d201564fd7519f22a8,NG,Lagos
8a858e9d59e0997b0159eae2e4fa7611,NG,Lagos
8a858f955a61ad4e015a69ee1edd0d3d,NG,Lagos
8a858ff25a6a19ee015a6abff5ed659c,NG,Abuja Federal Capital Territory
8a858e6c5c88d145015c894de1a91c5c,NG,Ogun
8a858eb45876dcc501587dae11f2283e,NG,Rivers
8a858f2f54e28d530154ecdd303004fa,NG,Lagos
8a858fef570f30e501571fd446d44c81,NG,Osun
8a858f6c570f2d660157238b0c4a1bdd,NG,Imo
8a85893d542e18bc01542e37365c120a,NG,Ogun
8a8588f35438fe12015444567666018e,NG,Gombe
8a858f275c451af5015c49a2c43b5fb2,NG,Lagos
8a858e045cd5b1d6015cd9c070a212a5,NG,Nassarawa
8a858e2155defefd0155e12953ee00a1,NG,Akwa Ibom
8a858e4b5a7f868b015a80f3822d505b,NG,Lagos
8a858f0056b7cf8e0156bbeefc4933cc,NG,Lagos
8a858f0e5a6171ba015a648137c361bc,NG,Lagos
8a858f125c5f88b1015c603d2810428c,NG,Rivers
8a858ee75a6156c0015a635f394a5f79,NG,Oyo
8a858eed5af07cc4015af10da7565173,NG,Lagos
8a858f445d41ebbe015d50c105334acc,NG,Lagos
8a858f285d3ca5c4015d3cbb1f94073a,NG,Rivers
8a858f225bfdb280015c108bf6f53281,NG,Lagos
8a858f6c5cac8f53015cafeb15141be1,NG,Lagos
8a858f675c1c43bc015c2049f2d20224,NG,Lagos
8a858f7e564ad338015654d3a5c242a5,NG,Nassarawa
8a858e165b90faf9015b9a873738471e,NG,Oyo
8a858ea4582fcdc80158338316a258e3,NG,Ondo
8a858f3c5c16cadb015c177e274650b9,NG,Delta
8a858f2b5bf35819015bf3cc59193622,NG,Oyo
8a858ec555f82a230155f92ff37d0b31,NG,Abuja Federal Capital Territory
8a858f255cb1710a015cb56393f60d1b,NG,Lagos
8a858f6f5b3f095b015b4083532532a0,NG,Lagos
8a858fa257d8223c0157e7e6ce253dd8,NG,Abuja Federal Capital Territory
8a858f335cd0c78e015cd435d7192800,NG,Ogun
8a858953548fb0c001549b31ac5f6dda,NG,Lagos
8a858eba5b681df4015b7b63e6ed6a23,NG,Lagos
8a858f8e5986f510015987965aa9183a,NG,Lagos
8a858ee55cb156e6015cb650b14467f0,NG,Edo
8a858f9157f7b9670157fa9d4e7546e0,NG,Abia
8a85883353d0c4e90153dfca251168bc,NG,Abuja Federal Capital Territory
8a858fa55acd8061015ad15eb8b47940,NG,Cross River
8a8589a053acc39e0153b217f3d031cb,NG,Abuja Federal Capital Territory
8a858e2e5bb57a37015bbe3c1af53cac,NG,Oyo
8a8588c9548a33b201548b3cdb0f0c53,US,California
8a858e345bd96da8015bdcde39b37570,NG,Edo
8a858e0f5c45466f015c4a6560255de7,NG,Lagos
8a858fe758dc437a0158e524adb32ae2,NG,Abuja Federal Capital Territory
8a858e185b4923b4015b4ae48d28646a,NG,Lagos
8a858f725be8d4ff015bec5207ce5524,NG,Ogun
8a858e2c5cc64f70015cc942825e71ae,NG,Lagos
8a858fbd5cd6054a015cda2ad0aa086d,NG,Abia
8a858fba5cd5feee015cdb7d7d574f0f,NG,Niger
8a858fd85b685607015b75c2390b7173,NG,Lagos
8a858fe8555f401f0155679de3f04eb4,NG,Oyo
8a8589b953bc23f70153c887b4b45c9a,NG,Lagos
8a858e935b496584015b496cdac50369,NG,Lagos
8a858e1d5b2510b2015b2c76fe45726a,NG,Taraba
8a76e7d443e6e97c0143ed0a1f4d5331,NG,Lagos
8a8588bd5369b66d01536e7b60501609,NG,Lagos
8a858f985b3db23f015b3ddf9cd73ed5,NG,Lagos
8a858eae5c356262015c35894b181c1b,NG,Kaduna
8a858e6d5b252065015b2fa1ee3843da,NG,Lagos
8a858f6e5a951fc2015a9e8c2e4f4436,NG,Lagos
8a858e2d5bc95851015bc98eb8fc1575,NG,Lagos
8a858f6057e2dba50157f3558ac902d4,NG,Imo
8a858e885c63d379015c730aa5f46f8b,NG,Lagos
8a858e9156e137c601570b4d23a949fc,NG,Kaduna
8a858fd35b5dfefb015b5e18a7ee15aa,NG,Lagos
8a858eea5c82f136015c82f59f3201c7,NG,Ogun
8a858f305c8dd672015c9439eb1c6964,NG,Abuja Federal Capital Territory
8a858f7e5c69a6e3015c74334d791005,NG,Lagos
8a858f8e597cf3f401598353f79a7171,NG,Lagos
8a858e6a5bfd4b54015c067c589f44c6,NG,Ogun
8a858fa257d8223c0157e3c2a5e45d82,NG,Abuja Federal Capital Territory
8a8589005384ab570153880ceba74594,NG,Lagos
8a8588dc536a1413015375acd19d4154,NG,Lagos
8a858e225c404292015c4f19fdfb148a,NG,Lagos
8a858e865bd4175e015bd85ed8ed6940,NG,Lagos
8a858f73594ab1ea01595e72de584bca,GB,Northern Ireland
8a858eb4588604f701589b300e2768ee,NG,Oyo
8a858ff5562dc3b601562e96135108e3,NG,Abuja Federal Capital Territory
8a858fdc57b91cfc0157d2d576b01016,NG,Lagos
8a858ef45cd09b8c015cd4d82f22728d,NG,Lagos
8a858f1b5b256bc9015b2f7ff2d860fb,NG,Ekiti
8a858f725b49c0c0015b4de5320b0e90,NG,Nassarawa
8a858fc75cd62882015ce0364fc515ca,NG,Osun
8a858e205af28299015af2acd2ff06a6,NG,Lagos
8a858ed457a040d30157b40881a25091,NG,Ogun
8a858f2a5b3f2121015b42331f955db2,NG,Abuja Federal Capital Territory
8a858e285ba4bf33015ba50277171d93,NG,Rivers
8a858e225c404292015c4bc05b45616d,NG,Abuja Federal Capital Territory
8a858ee755a0c84a0155b50a08352311,NG,Abuja Federal Capital Territory
8a8588f754a058cb0154b922d7fe1ffd,NG,Ogun
8a858f305c8dd672015c92b0711a3333,NG,Lagos
8a858f7e5c886ca9015c89471cef5b44,NG,Kwara
8a858e685c217d36015c2fedb165662b,NG,Ogun
8a858f5d5963fbb701597473936c208a,NG,Ondo
8a858fd85b685607015b70cf46b509b2,NG,Lagos
8a858fa154e2912f01551033886c784b,NG,Lagos
8a858e5357d823010157ddcb238e0d02,NG,Abuja Federal Capital Territory
8a8588fd53f1099e01540ec7527b308c,NG,Imo
8a858eba5c884d2a015c8bea59385157,NG,Lagos
8a8588235384a58d0153a80649f43890,NG,Lagos
8a858e415c5a2000015c5a85158e2fd3,NG,Ekiti
8a858f11594a388001595ad3f6c06395,NG,Rivers
8a8588dd54a3ead30154ada314c44e09,NG,Kaduna
8a85886f54517ee0015470749d3c3ce7,NG,Edo
8a858e5856b7840c0156c2db475368e4,NG,Osun
8a858eda552adcc2015553a6385628e7,NG,Lagos
8a858ee45beda286015befb09fca0d6f,NG,Lagos
8a858e885c63d379015c682355b72343,NG,Lagos
8a858f955cc6631f015ccabe708129ed,NG,Anambra
8a858eda5c8863ff015c911534db43b8,NG,Lagos
8a858e0256b781d80156d77deb7222b8,NG,Lagos
8a858f1f5c834d4f015c85f0235d6562,NG,Lagos
8a858fd45a4260bc015a469e3c74060a,NG,Ogun
8a8589b953bc23f70153c871f9e25781,NG,Abuja Federal Capital Territory
8a8589b953bc23f70153c79a4b241b3d,NG,Lagos
8a858f035ab947e3015abdb1094c6d45,NG,Lagos
8a858f1f586c8fc801586cc4516e1b5c,NG,Rivers
8a858fc65d138f01015d14ba1ceb685b,NG,Lagos
8a858ef35d0cff86015d0d51923d2548,NG,Lagos
8a858fe758dc437a0158eb12515362d4,NG,Oyo
8a858e425d5c1d76015d5fd6a1004453,NG,Lagos
8a858f74584a54aa015854d6e7027ac1,NG,Ogun
8a858fca5c35df2c015c39ad8695343e,NG,Ogun
8a858ffe5ab2b16a015ab3180c915303,NG,Lagos
8a858fe55656a93801565e0c6d4575d6,NG,Anambra
8a8589f853f100fb015409cd02170e67,NG,Abuja Federal Capital Territory
8a858f5d5963fbb701596945e671298c,NG,Lagos
8a858ea75ba01fdf015ba4313c283d37,NG,Imo
8a858fee5863a049015864ec37223d8b,NG,Ekiti
8a858f305c8dd672015c9cc94b4c2adb,NG,Lagos
8a8589b953bc23f70153ccc3fd3519c7,NG,Osun
8a858ebc5bd450fe015bd5375abb3175,NG,Imo
8a858fcf558237b401558b07734101d6,NG,Lagos
8a858f98560bbe110156217f2b324081,NG,Lagos
8a858f1b5b256bc9015b2f5280ff57dd,NG,Ogun
8a858f9f5bd99987015be35f3b5730fe,NG,Lagos
8a858ed55c63db54015c705c10a864c9,NG,Abuja Federal Capital Territory
8a858e595b42b641015b42bed45707ec,NG,Lagos
8a858eda5984353b01598957192919d7,NG,Oyo
8a858f0c57d3fe8e0157dcd14f854fb7,NG,Oyo
8a8589d754a05c0a0154a492f1746b13,NG,Ondo
8a8588f6548fb0c20154957369615d27,NG,Lagos
8a858e035b62dff0015b63c73aba6d9a,NG,Kano
8a858e36590808e301592ae6ca1a0f3b,NG,Anambra
8a858fc259d7378a0159da1f629a0741,NG,Oyo
8a85890754145ace015429211b513e16,NG,Oyo
8a858eaf570f3a0a01571e1288e00047,NG,Kaduna
8a858f505c7e3a50015c81f70ee35ff5,NG,Ogun
8a858e3c5cac9fcc015cb09fdd925a5a,NG,Ogun
8a858e51584a1fc70158595f611e49e6,NG,Ogun
8a858e6a5bfd4b54015c0297d9ee75fb,NG,Osun
8a858e035693e02901569984732a33ea,NG,Akwa Ibom
8a858e105bd92644015be762bf10576f,NG,Lagos
8a8589045384bd8301539e05b3d35023,NG,Lagos
8a858e285aa8cfc1015aa8fd90951f5a,NG,Benue
8a858ebb5a18039b015a183953ea16cc,NG,Kano
8a858e6f5668e01701567479d1ae3320,NG,Lagos
8a858e2159f3c9030159f4336f1925f4,NG,Rivers
8a858e135cb22031015cb7f9700e06f8,NG,Abuja Federal Capital Territory
8a858f54589736f401589857085e3b5b,NG,Osun
8a858e475c127bce015c1a358a222097,NG,Lagos
8a858966538deb190153a3e3cce916e9,NG,Lagos
8a858fcb5ca240f7015ca6656e972612,NG,Ogun
8a858fe45cd62cbf015ce93a8a26355d,NG,Rivers
8a858e885b68546c015b736088184034,NG,Rivers
8a858f935ca09667015ca0ee3bc63f51,NG,Oyo
8a858e495cef1ef1015cf16757660080,NG,Lagos
8a858e235be813f6015be923ff0d621f,NG,Lagos
8a858ea35a5b46ec015a5d1596805e48,NG,Lagos
8a858f5c5bfc7082015bfc91ab1c169b,NG,Lagos
8a858faf55d95d930155db6ec1274592,NG,Lagos
8a858edf594a45ed01594bd668493b10,NG,Lagos
8a858fa25c120898015c16abe1cb45f4,NG,Kaduna
8a858f5e5cf45779015cf47ed8db1872,NG,Abuja Federal Capital Territory
8a858e335d1dd902015d2c79c1c6425b,NG,Lagos
8a858eba5c884d2a015c887b946e2236,NG,Ogun
8a858ee75afc09f4015aff3cdad86a6f,NG,Lagos
8a858e425700714c015700c9da261e46,NG,Lagos
8a858fb15b34a708015b37eeb86e0008,NG,Lagos
8a858fd75ba49873015ba4e0e0881d32,NG,Lagos
8a858f1f58716185015877272a5b5d18,NG,Kaduna
8a858fd85b685607015b75bab2977053,NG,Lagos
8a858f8e5d0dc74e015d0de015760ef2,NG,Ogun
8a858ed159fabcd30159fb47c7062202,NG,Oyo
8a858f74584a54aa015862440ad90e4d,NG,Lagos
8a858f955a61ad4e015a669234707a25,NG,Lagos
8a858f25584470aa015852a3fee27b75,NG,Oyo
8a85889853f0fbaa0153f22d15cc4a8b,NG,Oyo
8a858ef258d4a48b0158dac227745fc0,NG,Oyo
8a858f465668e3d60156731df06205ef,NG,Oyo
8a858e445ca25ee3015ca6262dd83aaf,NG,Lagos
8a858e195b90e512015b99fbb1dc677a,NG,Kano
8a858e6f5668e0170156849effb35b01,NG,Lagos
8a858f2c5ca72bae015ca8b479831073,NG,Enugu
8a858f1554e294490154f1aed36c042f,NG,Ogun
8a858e345bd96da8015bdf75f0096214,NG,Lagos
8a858e1d5cd58f9e015ce109b14c577e,NG,Ogun
8a858fc959cbd1500159cf7081f02d60,NG,Bayelsa
8a858f5f5a3d03ab015a3ebc0fd0071d,NG,Lagos
8a858ff455a09f5a0155aaa450751528,NG,Lagos
8a858e495cef1ef1015cf07cc48170e6,NG,Lagos
8a858f4c5bb597f6015bc01898fd0584,NG,Lagos
8a858f0f5bfd79d2015c08e9cd6269a1,NG,Lagos
8a858e1b59fa11590159fa2239010639,NG,Lagos
8a858e3e5b3ee747015b3ee854f7012f,NG,Jigawa
8a858faf5c5ec14b015c5efb738127a6,NG,Oyo
8a858ef7599330e0015993c3e1af2ecc,NG,Lagos
8a858ec55ca7919d015caa963ddc6e81,NG,Ogun
8a858e705b3a03c7015b3b10e6ae5eda,NG,Abuja Federal Capital Territory
8a858fcd56b9f22c0156d01a97452dcb,NG,Lagos
8a858fe8555f401f015567a0cca24f03,NG,Rivers
8a858f295c8d307f015c9e4f9b771eed,NG,Lagos
8a858ffa55ca72a50155e936d7ad5bf5,NG,Kwara
8a858f4f5511dca2015516c435bf3d6a,NG,Lagos
8a858e0758715ccc0158716bbc9704d7,NG,Abuja Federal Capital Territory
8a858ed75bc9016e015bcd6b0f6b5069,NG,Lagos
8a858e69566ae5b8015684f4642c1f37,NG,Lagos
8a858f1b5a601b5a015a609f5b984127,NG,Oyo
8a858ff257048b500157048be2250029,NG,Lagos
8a858fa4552add9f01553ae253297cb7,NG,Rivers
8a8588fd53c244bc0153c74fad72587f,NG,Lagos
8a858e615c832be8015c86f0d1082a70,NG,Lagos
8a858f965bb63a25015bc22b915e62f1,NG,Delta
8a858f225bfdb280015c0e31ce624cd8,NG,Ogun
8a858f615623747d015626ec13826718,NG,Lagos
8a85898a53d0af400153d7dc5cc22b9f,NG,Oyo
8a858fab5b9105dc015ba13ec2a57a0a,NG,Lagos
8a858f305c8dd672015c9b7a60f96231,NG,Kogi
8a858e035693e02901569484c15f3bf1,NG,Kaduna
8a858f9d5a8a79c5015a8baaaafb7213,NG,Lagos
8a858e905ce98e8d015ce9cfdf3f2053,NG,Lagos
8a858e64586254230158665e299575fb,NG,Niger
8a858f1b5ab8c83d015ab8c890820023,NG,Lagos
8a858f265c1c393e015c1e2abc1146aa,NG,Enugu
8a858fed5cabd3a0015cabd44ace0079,NG,Kano
8a858fab5cd5e1a7015cd624bb8b1f08,NG,Abuja Federal Capital Territory
8a858e7b55deef140155e587fc3b63ba,NG,Lagos
8a858eda5c8863ff015c889d784b197f,NG,Lagos
8a858fe8555f401f01555f4a125f01ac,NG,Lagos
8a858e985ccb51e8015ccb62ac37072a,NG,Lagos
8a858ffd5c8d343d015c98e84c9c2a13,NG,Oyo
8a858eba5c884d2a015c96f9eed0608d,NG,Lagos
8a858f0b5b439ebb015b43cf463d3e39,NG,Plateau
8a858899538ddb8e01539893f3b86ee7,NG,Oyo
8a858e245c214660015c2a00339953d3,NG,Oyo
8a858e245c214660015c2c27234403a9,NG,Abuja Federal Capital Territory
8a858fa257d8223c0157d8a5a7197d2b,NG,Kwara
8a8588235375c27f01537601102f108c,NG,Lagos
8a858f98560bbe11015611ef84820b47,NG,Lagos
8a858f555cc65d60015cc8c9b8a84631,NG,Lagos
8a858ff45be92ea2015bebd3d5dc7770,NG,Ogun
8a8589b7535abdb201535beac38a2006,NG,Oyo
8a858f595ccb6f86015cced9f57a03d6,NG,Nassarawa
8a858f585a6a60cc015a6a8d08ab1e9e,NG,Ondo
8a858f795896e56b0158972775f12556,NG,Lagos
8a858edd57f790040157ffe9b6ed3fbb,NG,Oyo
8a858fc55b2fde30015b300d85e20ef2,NG,Kwara
8a858eab5cf9c4c8015d0c94428b2976,NG,Osun
8a858fa45bd95e9a015be40e410c1ad4,NG,Lagos
8a858f8d5b632706015b65e38374135f,NG,Ogun
8a858fa05cf48427015cf87f3c491e8b,NG,Lagos
8a858ff35acdd593015acf094819393e,NG,Abuja Federal Capital Territory
8a85889853f0fbaa01540f0d556f0ec3,NG,Abuja Federal Capital Territory
8a858f1955b1c4df0155bc7e4d2773e1,NG,Lagos
8a8589da5410287f01541a012bf23abb,NG,Lagos
8a858eac5ad81473015ad8f0682934f3,NG,Lagos
8a858f6f5b3f095b015b420385286ad0,NG,Lagos
8a858fe7568ed7420156920bff565cc7,NG,Rivers
8a85892854be331a0154c7f8abdb669b,NG,Lagos
8a858fb959976ce001599c31ae157981,NG,Enugu
8a858ee25b34d796015b3562b4bb4ad4,NG,Lagos
8a858f8a5a424041015a467fa9ea3240,NG,Kogi
8a858f785cea234f015cea434e0a09e6,NG,Lagos
8a858966538deb190153a7e5cb937e06,NG,Oyo
8a858e365c16bcef015c16d0f1a50a32,NG,Oyo
8a858e6956939bac015695667dc84376,NG,Lagos
8a858eef5554890501556a2471a71e26,NG,Lagos
8a858ee05a6b7d75015a704d99b22ed7,NG,Rivers
8a858f6e5cb16eb9015cba9514502da3,NG,Abuja Federal Capital Territory
8a858f3e589c40610158b48a71b430d3,NG,Lagos
8a858f6a5d1e09b3015d2b9c63ee790e,NG,Lagos
8a858f955775750801577ba5e370562e,NG,Lagos
8a858f975c4582c4015c4a3c945e2599,NG,Oyo
8a858fa25cfa127c015d0701d6ad4f46,NG,Lagos
8a8589a453bc422d0153c993db2604b6,NG,Kano
8a858f5856373f8801563b682f941356,NG,Lagos
8a858fbb5bf26814015bf27f571811dd,NG,Lagos
8a858e3e5922ba43015960f173140164,NG,Ogun
8a858f60560bc43d015612f6e11767d6,NG,Lagos
8a858f9b5a42e52f015a45ea99c56a99,NG,Ondo
8a858e42570314e00157062a120e6345,NG,Lagos
8a85887d53675f4f015379a44783264e,NG,Lagos
8a858fa459e0a1340159e1f07d045910,NG,Lagos
8a858f6057e2dba50157edb735e75aaf,NG,Ebonyi
8a858ff85bd93919015be27b9f421e8b,NG,Lagos
8a858f365c83961c015c87a053cb5b39,NG,Abuja Federal Capital Territory
8a858f3a58a6d6720158b0d75ed070f2,NG,Lagos
8a858fdb5b8094e2015b80ac5cd70f9f,NG,Rivers
8a858e6f5668e01701568175112b2522,NG,Lagos
8a858e1e54e2aa5a0154e7e0494068e1,NG,Lagos
8a858ec75bfd77c4015bff1610173ed1,NG,Lagos
8a858e0256b781d80156c257b79f0ac0,NG,Lagos
8a858ed45c454c11015c505b357c147d,NG,Lagos
8a858eba5591bf280155987d3c73182f,NG,Lagos
8a858e505baa530d015baa644c9b0d58,NG,Osun
8a858fa3552ae1120155398656a154c3,NG,Lagos
8a858e165b90faf9015b9ed99b3e0c2d,NG,Lagos
8a858f355ac88945015aca084ee050c2,NG,Lagos
8a858f3a58b5b0fe0158b6ca51f756ce,NG,Bayelsa
8a858f475c11bc72015c131399ff0768,NG,Abuja Federal Capital Territory
8a858f335cd0c78e015cd10d78b316c0,NG,Lagos
8a858ee758b4c54a0158cafdc6c6740f,NG,Lagos
8a8588f35451808f015475d4e4432f4f,NG,Kaduna
8a858e215c7de5f2015c81ce4f5e4902,NG,Kogi
8a858e395cb1d4d9015cc067ecea501f,NG,Oyo
8a858e5d5bf3454f015bf4ff33845406,NG,Lagos
