loannumber,longitude_gps,latitude_gps,historial,referido,flag,age,parte_mes_pago,due_per_day,account_type,education,employment
3,3.3190332,6.4464309,1,1,1,45,1,1483,2,0,2
2,3.3549839,6.6113564,1,1,1,33,2,766,2,0,0
3,3.3304402,7.1403108,1,1,1,44,3,433,2,0,2
4,8.5377044,12.0318783,1,1,1,36,1,816,2,0,2
2,3.2047683,6.6420783,1,3,1,35,3,766,2,0,0
9,7.7295972,11.1112445,1,1,1,32,3,816,2,0,2
4,7.5077681,9.0505042,0,1,0,47,3,816,2,0,2
3,8.3316025,5.0117299,1,1,1,33,1,433,2,0,2
2,5.6534226,5.9092631,1,1,1,28,3,766,2,0,2
10,3.5057627,6.4316262,0,1,0,39,1,650,2,1,2
12,3.329263,6.4612946,1,1,0,37,2,600,0,1,2
2,5.749415,5.53618,1,3,1,39,1,766,2,0,2
4,5.1971885,7.208444,0,1,1,36,2,433,2,0,2
3,3.4411905,6.4270613,1,3,1,36,3,766,2,0,2
2,3.2059653,6.6331944,1,3,1,38,1,433,2,0,2
7,7.0010413,4.7993339,0,1,1,34,2,816,2,0,1
6,7.3342646,9.1510659,1,1,1,40,1,1150,2,0,0
13,12.4368042,9.2753149,1,1,1,29,3,1466,0,2,2
4,3.5900188,6.4978124,1,1,1,40,3,1483,2,0,2
2,7.3244783,8.9381767,0,0,1,36,2,416,2,0,2
2,3.3189043,6.6649115,1,1,1,34,2,433,0,0,2
3,3.8243472,7.3838218,1,1,1,33,1,612,2,0,2
12,3.5809041,6.4778912,1,1,1,31,2,1466,0,0,2
12,3.5912357,6.4695305,1,1,1,32,3,1466,0,2,2
11,3.6017187,6.6039233,1,1,1,34,3,1150,0,0,2
6,7.9237562,5.0534162,0,1,0,45,1,433,2,0,1
2,3.979043,7.4246501,1,1,1,37,2,433,2,0,2
2,5.1789785,7.2558978,0,0,1,43,1,766,2,0,2
2,3.4696437,6.4274339,1,1,1,31,3,433,2,0,2
12,3.2923955,6.5532616,1,1,1,31,3,638,0,0,2
8,4.7719092,7.6321391,1,1,1,35,2,1150,0,0,2
3,7.4970754,9.0516341,1,3,1,43,2,766,2,0,2
2,3.3475501,6.5257544,1,3,0,30,3,766,2,0,1
7,3.3859804,6.5777816,1,1,1,39,3,816,2,0,2
3,4.525736,7.7542081,1,3,1,38,3,1483,2,0,2
2,7.3528051,9.1540788,1,1,1,30,3,766,2,0,2
13,3.253833,6.4609461,1,1,1,42,1,1466,0,2,2
8,3.5858567,6.4908529,1,1,1,30,1,1283,0,0,2
5,6.2858981,4.932516,1,1,1,59,1,433,0,0,2
6,3.3684582,6.6352539,1,1,1,48,3,816,2,0,2
2,3.9649517,6.78619,1,1,1,39,1,766,2,0,2
10,3.3532182,6.5546844,1,1,1,28,1,1150,0,0,2
5,3.2088841,6.6169394,1,1,1,26,3,1483,2,0,2
2,6.32924,4.9342958,1,1,1,49,2,766,2,0,2
2,7.31255,9.0850067,1,1,0,29,3,433,2,0,2
7,3.4146751,6.4469348,1,1,1,34,1,650,2,0,2
3,7.3956748,9.0628923,1,1,1,42,1,816,0,0,2
3,3.3421974,6.6304023,1,1,1,30,2,433,2,0,2
3,3.3330677,6.4948986,1,1,0,36,3,433,2,0,0
3,3.3534249,6.621898,1,3,1,50,2,433,2,0,2
2,3.3371601,6.6341039,1,3,1,34,2,766,2,0,2
2,7.4657167,9.067975,1,1,1,48,3,433,2,0,2
3,3.4915983,6.6001183,1,1,1,35,3,766,2,0,2
2,3.2666303,6.5771961,1,1,1,32,3,433,2,0,1
3,6.5718326,9.5963901,1,1,1,29,1,433,2,0,0
3,3.3487195,6.634073,1,1,1,46,3,433,2,0,0
2,7.4733714,9.0757238,1,1,1,31,1,766,1,0,2
2,6.6983762,6.2324227,1,1,1,27,2,766,2,0,2
5,3.3760444,6.6477809,0,1,1,32,1,433,2,0,2
14,3.9598646,7.4051403,1,1,1,31,1,683,0,0,1
12,8.9607738,9.9094557,0,1,0,31,2,800,0,0,2
4,3.3420622,6.5205376,0,1,0,46,3,1483,2,0,0
13,4.0476314,6.4369765,0,1,0,38,3,1483,2,2,2
2,3.2814111,6.6826462,1,1,0,37,1,433,2,0,2
2,3.3215847,7.1353646,0,1,0,30,3,766,2,0,2
2,3.3376817,6.601445,1,1,0,39,3,433,2,0,0
2,7.8941537,5.0253457,1,1,1,31,2,766,2,0,1
8,3.2798974,6.4749497,1,1,1,35,2,650,0,2,2
8,3.4282253,6.445712,1,1,1,28,3,612,0,0,2
9,4.510403,8.447444,1,1,1,34,1,766,1,0,2
10,6.9688192,4.847097,1,1,1,31,2,1466,0,2,2
2,3.2665549,6.6259536,1,1,1,35,1,433,2,0,2
2,7.3797224,9.1359768,1,1,1,41,1,433,2,0,0
3,8.5558787,7.7558688,1,1,1,35,1,816,2,0,2
3,3.3352067,7.1080983,1,3,1,48,1,766,2,0,2
2,3.9099304,7.4842824,1,3,1,37,2,433,2,0,2
3,3.4953804,6.7034102,1,1,1,42,2,433,2,0,2
5,3.3447131,6.6371615,1,1,1,29,1,641,2,0,2
15,3.5138697,6.4523837,1,1,1,43,3,1750,0,1,2
4,6.7436543,7.8023329,0,1,0,37,3,766,2,0,2
4,3.320813,6.6526631,1,3,1,34,1,1483,2,0,0
4,3.391155,6.4901333,1,1,1,42,1,1483,2,0,2
2,3.3136964,6.5127049,1,1,1,42,1,766,2,0,2
5,7.4593825,10.4442426,0,1,1,39,3,816,2,0,2
3,3.9286039,7.4020525,1,1,1,38,1,766,2,0,0
2,3.4515467,6.436961,0,1,0,32,1,433,2,0,2
2,5.650632,6.341564,1,1,0,35,3,433,2,0,2
4,3.3639265,6.5063419,1,3,0,46,1,816,2,0,2
3,6.3856111,5.0061726,0,1,0,38,2,433,2,0,2
6,6.9533458,6.1781916,0,1,0,48,1,433,0,1,2
5,3.6072982,6.8680254,1,1,0,36,3,1483,2,0,0
10,5.752097,5.5475838,0,1,1,31,1,816,0,2,2
8,3.8704173,7.3605793,0,1,1,36,2,650,0,2,2
13,3.3830133,6.5551055,0,1,1,40,1,816,0,0,2
13,3.3352713,7.1268308,0,1,1,43,1,756,2,2,2
4,3.2808408,6.6294756,1,1,1,37,3,1150,2,2,2
6,7.4904964,9.082846,1,1,1,45,1,816,2,0,2
9,4.7175318,8.1396633,1,1,1,32,2,958,2,0,2
2,6.68484,6.219925,1,3,1,37,2,766,2,0,2
3,4.6122767,8.5216567,1,1,1,42,2,433,2,0,2
2,3.3728916,6.5072477,1,1,1,38,1,766,2,0,2
3,3.3505856,6.459944,1,1,1,34,1,433,2,0,2
3,3.2930271,6.5978976,0,0,0,50,2,766,2,0,0
6,3.083137,6.5011327,1,1,1,41,3,1483,2,0,2
6,3.2783787,6.5792528,0,1,0,38,2,433,0,3,2
3,3.4993533,6.6378367,1,1,1,32,2,433,2,0,2
2,5.2304265,7.2338908,1,3,1,32,2,433,2,0,2
3,7.4284433,8.9920483,1,1,1,33,3,766,2,0,2
2,3.3800607,6.5981498,1,1,1,40,1,733,2,0,2
10,3.3989022,6.4502291,1,1,1,38,3,650,0,1,2
3,4.8549934,7.1132181,1,3,1,28,3,612,2,0,1
3,3.3759409,6.5551562,1,1,1,37,3,766,0,0,2
4,4.5961418,8.4715501,0,1,0,38,2,766,2,0,2
16,5.996465,9.0695957,1,1,1,45,2,1750,0,0,2
7,8.8579,9.8389917,1,1,1,30,2,816,0,1,2
2,3.8375779,7.4010019,1,1,1,43,2,433,2,0,0
2,3.1925052,6.4533081,0,1,1,37,2,433,2,0,2
3,6.2953913,4.9254248,1,1,1,39,2,433,2,0,2
3,3.5542267,6.4526034,1,1,1,36,3,433,2,0,2
2,7.3221224,9.1634635,1,1,0,49,3,433,2,0,0
3,3.8735767,6.919185,1,1,1,31,1,741,2,0,2
7,3.5239511,6.437699,1,1,1,28,1,650,2,0,2
2,6.1437533,6.74349,1,3,1,32,1,433,2,0,2
2,3.6341417,6.4711733,1,3,0,36,2,433,2,0,2
3,7.2287519,8.8816057,1,1,0,38,3,433,2,0,2
4,3.3559059,6.5960169,1,1,0,35,1,816,2,0,2
14,3.3298149,7.133975,1,1,0,27,2,1466,0,2,2
7,3.337291,6.6499811,1,1,1,45,1,1466,0,2,2
8,7.4903639,9.0158544,0,1,0,34,1,650,2,2,2
8,4.2260932,8.1156957,0,1,1,29,1,816,0,0,1
16,3.3207253,6.6578901,0,1,1,50,1,800,0,0,2
10,3.2770964,6.5898901,1,1,0,45,3,1150,2,0,2
8,3.3649719,6.4632304,0,1,1,39,3,766,0,0,2
13,4.1532063,7.6237409,1,1,1,33,1,1466,0,0,2
2,3.422685,6.4437749,0,0,1,44,3,766,2,0,2
7,3.2856324,6.6135403,1,1,1,38,1,650,2,0,0
2,3.4118275,6.7747949,1,1,0,31,1,433,2,0,2
4,3.2924769,6.4738709,1,1,1,29,1,816,2,0,2
10,3.3617119,6.5076565,1,1,0,46,2,800,2,0,2
2,3.9068869,7.4985616,0,1,0,37,2,766,2,0,2
8,3.3661315,6.448118,1,1,1,33,3,650,2,0,2
2,3.410251,6.4491564,1,1,1,41,2,766,2,0,0
2,3.321422,7.1299539,1,3,1,34,1,433,2,0,2
12,3.3809387,6.4935849,1,1,1,29,1,1466,0,2,2
4,3.21171,6.9180192,0,1,1,35,1,433,2,0,2
2,3.6298546,6.4725828,1,1,1,34,3,433,2,0,0
4,7.4349243,9.0259233,0,0,0,34,1,816,2,0,2
5,3.4354799,6.8144057,1,1,0,46,1,816,2,0,0
13,3.32765,6.498891666666666,1,1,1,36,2,1466,2,0,2
2,3.5069668,6.6627094,1,3,0,37,2,766,2,0,2
2,3.9720595,7.337389,1,1,1,58,1,766,2,0,2
8,3.3488096,6.6463647,1,1,1,31,1,716,0,2,2
5,3.3498134,6.6054112,0,1,1,28,3,433,2,0,0
2,3.3080397,7.1361493,1,1,1,35,1,433,1,0,2
12,3.2527086,6.5817606,1,1,1,35,1,1466,0,0,1
3,3.5921009,6.4913326,1,1,1,42,3,433,2,0,2
13,3.5273884,6.4563602,1,1,1,35,3,1466,0,2,2
2,7.6345722,13.0139503,1,1,1,43,3,433,2,0,2
15,3.3481798,6.7030917,1,1,1,46,2,1466,2,0,0
3,5.7113318,5.5870138,1,1,1,29,3,766,2,0,0
2,7.3915108,9.0649421,1,1,1,39,1,433,2,0,0
5,3.9086961,7.4379649,1,1,1,33,3,1483,2,0,0
7,7.1732091,4.4177358,1,1,1,28,1,383,2,0,0
5,3.4913882,6.4393645,1,1,1,31,1,1483,2,0,2
2,3.3398543,6.5524916,1,1,1,35,3,433,2,0,2
12,56.3426381,25.3519975,1,1,1,36,2,1466,2,0,2
3,3.0368301,7.0165899,0,1,1,37,2,766,2,0,2
2,3.2148502,6.538267,1,1,1,35,1,766,2,0,0
2,3.3592282,6.6060301,1,3,1,35,1,433,2,0,2
11,3.3179602,6.5129674,1,1,1,33,3,1466,2,0,2
5,6.7432104,6.1923099,1,1,1,35,1,1483,0,0,2
2,3.5182035,6.6497262,1,1,0,41,3,433,2,0,2
3,3.3068742,6.6691838,1,1,0,39,3,766,2,0,2
3,5.6326202,6.3400136,1,1,1,42,3,766,2,0,2
7,4.827275,7.114615,1,1,1,33,1,1433,2,0,2
3,7.3734343,9.1435277,0,1,0,32,3,433,2,0,0
13,3.3048549,6.4615473,1,1,0,36,3,1466,0,2,2
9,4.5219988,8.4724116,1,1,1,34,3,1150,0,2,2
22,8.4295604,11.9648024,1,1,1,44,2,2090,0,3,2
8,7.5224273,9.0498024,1,1,1,37,1,1150,2,0,2
4,6.970669,4.8775619,0,0,1,33,3,433,2,0,2
11,3.4580687,6.4303154,0,1,1,32,1,1466,0,0,2
2,7.2651172,9.1144497,0,1,0,39,3,433,2,0,2
2,3.3497045,6.6177577,1,1,1,45,3,433,2,0,2
2,7.4525519,9.0146773,1,1,1,34,3,433,2,0,2
2,3.3255134,6.5009374,1,1,0,43,2,433,2,0,2
2,3.3416398,6.518837,1,1,1,42,3,433,2,0,2
4,3.3558287,6.5036717,0,1,1,35,1,816,2,0,2
2,3.3335369,7.130435,1,1,1,37,2,433,2,0,2
2,6.3018415,4.9168731,1,3,1,34,1,433,2,0,2
7,5.2150865,7.2534991,1,1,1,40,1,1150,2,0,2
2,3.3261429,6.5169079,1,1,1,31,1,433,2,0,2
7,3.8608847,7.3712861,1,1,0,34,3,1150,2,0,2
3,5.6738989,5.8971187,1,1,1,31,3,816,2,0,2
7,6.3331693,4.9476346,0,1,1,30,3,1112,2,0,2
7,3.9542096,7.3911236,1,3,1,31,1,1150,2,0,0
3,7.4405391,10.4823786,1,1,1,43,2,433,2,0,2
2,4.5171601,8.4654047,1,1,1,33,1,766,2,0,2
3,5.6315017,6.3676265,0,1,1,30,3,433,2,0,0
8,3.900075,7.401491666666668,1,1,1,26,2,1150,2,0,1
10,3.45199,6.820936666666667,1,1,1,38,1,650,0,2,2
2,7.400596,9.1281608,1,1,1,30,1,766,1,0,2
8,3.3544779,6.6730132,0,1,1,41,3,1150,2,0,2
7,3.3267724,6.4746465,1,1,1,38,2,650,2,0,2
3,3.3737943,6.5338429,1,1,1,39,3,766,2,0,0
4,3.317033,6.6317567,0,1,0,49,3,433,0,0,2
3,3.3628632,6.5611885,1,1,1,56,3,433,2,0,2
4,3.9325431,7.4135671,1,1,1,40,2,816,2,0,0
7,7.386339,9.2444268,0,1,1,28,1,433,0,0,1
2,3.3444014,6.6000522,1,1,0,33,1,766,2,0,2
2,5.4363441,7.2703948,1,1,1,46,1,766,2,0,2
5,6.6863679,12.1844194,1,1,1,33,1,816,2,0,2
4,7.5989326,9.042188,1,1,1,32,1,408,2,0,2
3,7.4175632,9.1164127,1,1,0,36,3,433,2,0,2
7,3.2855669,6.6081703,1,1,0,57,1,1483,2,0,2
10,3.5087161,6.6049272,0,1,0,46,2,766,0,2,2
2,3.2943914,6.7186856,0,0,0,39,1,433,2,0,2
2,3.3673684,6.5744379,0,1,0,38,3,433,2,0,2
7,3.3179602,6.5372684,1,1,0,29,2,1150,2,0,0
2,3.2885433,6.5786183,1,3,0,42,1,433,2,0,2
2,6.7042028,6.2385599,1,1,0,36,3,766,2,0,2
8,7.4666546,9.0584171,0,1,0,27,1,816,2,0,2
3,7.3922067,6.4734783,0,1,1,38,3,433,0,3,2
8,3.4051083,6.4462193,0,1,1,40,3,1466,0,0,2
10,7.4528411,9.0667255,1,1,1,39,1,1466,2,0,2
8,-15.4215079,28.1164173,1,1,1,36,1,1466,0,0,2
2,2.4464717,6.3691899,1,1,1,40,2,766,2,0,0
2,7.3545254,8.9651347,1,1,0,46,3,433,2,0,2
3,7.4730606,10.4684494,1,1,1,38,1,433,2,0,2
2,7.5650036,8.9166446,1,3,1,41,1,433,2,0,2
15,7.4723423,9.0299974,1,1,1,32,1,1750,0,2,2
5,8.3499849,5.0369405,1,1,1,39,3,816,2,0,2
3,3.340938,6.5974092,1,1,1,31,3,433,2,0,2
3,3.323272572260028,6.657842271291657,1,1,1,34,1,433,2,0,2
2,3.3708567,6.5375846,0,1,1,51,3,433,2,0,0
4,3.3502153,6.6889443,1,3,1,38,3,816,2,0,2
10,3.2165137,6.7225561,1,1,1,42,3,1150,0,2,2
3,5.1612904,8.0916245,1,1,1,36,1,433,2,0,2
4,3.7982338,7.3828962,1,3,1,30,2,408,2,0,2
3,8.84115,9.929415,1,1,1,45,1,433,2,0,0
3,3.3270417,7.1335746,0,1,1,42,1,816,2,0,2
8,4.5454831,7.4857329,1,1,1,56,1,650,2,0,2
8,6.9160394,5.1663469,0,1,1,32,1,766,0,0,2
2,5.2029258,7.636659,1,1,1,39,1,433,2,0,2
6,7.4313268,10.5212622,1,1,1,39,2,408,2,0,0
4,3.3526536,6.5494467,0,1,1,38,3,816,2,0,2
5,3.427575,6.4347986,1,3,1,35,1,816,2,0,2
3,3.2961535,6.4883057,0,1,1,29,2,433,0,0,2
7,3.9634526,7.4136313,1,3,1,51,1,1150,2,0,2
2,7.5330168,6.421722,1,1,1,31,1,766,2,0,2
2,7.004992,4.9582331,1,1,1,44,2,766,2,0,2
7,3.2948146,6.5982631,1,1,0,27,1,766,2,0,0
9,3.5488523,6.6159755,0,1,1,33,3,1150,0,0,2
7,8.06618,5.6860067,1,1,1,33,3,550,2,0,1
3,3.299485,6.536685,0,1,0,33,3,433,2,0,0
2,3.3088351,6.5273402,1,3,1,28,1,766,2,0,2
6,3.907838,7.44498,1,1,1,36,3,1112,2,0,2
4,3.3926013,6.5971746,0,1,0,46,1,433,2,0,0
2,8.5218126,7.7286314,0,1,1,27,3,433,2,0,0
3,4.2471533,8.1109717,1,1,1,37,1,433,2,0,2
2,3.6396724,6.8473595,0,1,0,34,1,433,2,0,2
7,7.0481835,4.8426899,1,1,1,50,1,650,0,0,2
2,3.371536,6.4413816,1,1,1,32,2,433,2,0,2
11,3.3963806,8.6696207,1,1,1,37,3,1150,0,0,2
2,8.9994511,7.3261859,1,1,0,34,3,433,2,0,2
3,3.3478824,6.7128663,1,3,1,45,1,766,2,0,2
2,3.2717225,6.5582169,1,1,0,38,3,433,2,0,2
10,4.5569517,7.7935488,1,1,1,59,3,1150,0,2,2
3,7.9197522,5.0432429,0,1,1,33,3,766,2,0,1
11,7.6821125,11.1358419,1,1,1,29,2,733,0,2,2
3,3.3795451,6.5872192,1,1,1,43,2,433,0,0,0
2,3.9086769,7.4220671,0,1,0,35,1,433,2,0,0
2,3.2059219,6.643403,0,1,0,27,3,433,2,0,1
8,3.2195112,6.5300945,1,1,0,47,1,958,2,0,1
2,3.991829,7.4059609,0,0,0,47,3,766,2,0,0
3,3.3607768,6.6179418,0,1,0,35,3,766,2,0,0
3,3.243405,6.4557283,1,1,0,44,2,433,2,0,0
2,3.2402849,6.6835537,0,1,0,27,3,433,0,0,2
3,3.3203711,6.5394736,0,1,0,48,1,1483,0,2,2
7,3.3261134,6.656784,1,1,1,49,2,800,2,0,2
6,7.4705352,10.5631168,0,1,1,32,1,816,2,0,2
17,7.498161,8.9543729,1,1,1,41,1,1466,2,3,2
12,-84.3786616,33.5771214,1,1,1,42,1,1466,2,1,2
3,3.2685283,6.6055933,0,1,0,37,1,433,2,1,2
11,6.6276272,6.1673517,1,1,1,31,2,733,0,0,1
2,3.8913219,7.3398125,1,1,0,37,2,433,2,0,2
3,4.5642283,8.459555,0,1,1,39,3,433,2,0,0
13,3.3703584,6.4383131,0,1,1,35,1,766,0,0,2
4,3.3968433,8.680575,1,1,1,33,1,816,2,0,1
2,3.3853502,6.5508067,1,1,1,28,1,433,2,0,1
8,7.1563002,4.732979,0,1,1,35,3,816,2,0,2
2,3.3626771,6.4537352,1,1,1,39,1,433,1,0,2
14,7.5003257,8.9779338,0,1,1,38,1,1150,0,0,2
2,3.35697,6.6891717,1,3,1,42,1,433,2,0,2
2,7.4058617,9.1129897,1,1,1,35,1,433,2,0,2
2,3.2999703,6.5567703,1,1,1,40,2,433,2,0,2
5,6.7006085,6.2129067,1,1,1,34,3,816,2,0,2
16,3.3784146,6.6031885,1,1,1,38,3,1466,0,2,2
7,3.3472196,6.6419132,0,1,1,30,3,741,2,1,2
10,3.3566824,6.5546613,1,1,1,33,2,1150,0,2,2
16,3.5852765,6.4675325,0,1,1,31,1,1466,0,0,2
3,3.3983904,6.5864208,0,1,1,41,1,816,0,2,2
2,7.4602796,9.0065501,1,1,0,37,2,433,2,0,2
3,3.3281894,6.4662308,1,1,1,38,3,433,2,0,2
4,3.8335683,7.4332417,0,1,1,29,3,433,2,0,2
4,7.2104513,8.885381,1,1,1,43,3,816,2,0,2
4,3.3820655,6.5507422,0,1,1,38,1,766,2,0,0
2,3.3424486,6.5932182,1,1,1,31,1,766,2,0,2
2,7.4855975,8.9986317,1,1,1,37,3,766,2,0,2
3,3.2901027,6.4514111,0,1,1,30,2,433,0,2,2
3,4.5678744,8.4692736,1,1,1,37,1,433,2,0,2
10,7.344564,8.9569917,1,1,1,36,1,800,0,2,2
9,5.5957015,7.217441,0,1,1,45,2,816,0,0,2
6,3.3229955,7.1470809,1,1,1,32,2,816,2,0,2
2,8.5652338,12.0039666,1,1,1,46,1,433,2,0,2
2,3.3843532,6.4540872,1,3,1,38,3,433,2,0,2
2,3.2254854,6.7320489,1,1,1,37,1,766,2,0,2
2,7.4567704,8.9803803,1,1,1,33,2,433,2,0,2
3,3.3820708,6.5204898,1,1,0,31,1,433,2,0,2
5,6.5564878,9.6032535,1,1,1,28,1,433,2,0,2
3,3.283042,6.5927925,1,1,1,42,3,433,2,0,2
3,3.6134945,6.4748539,0,1,1,28,3,433,2,0,2
7,3.376451,6.502966,1,1,1,35,1,816,0,2,2
3,3.8780466,7.3399732,1,1,0,46,1,433,2,0,0
2,3.4168724,6.4241827,1,1,0,37,3,766,2,0,2
6,3.3157667,6.6012443,1,1,1,38,1,1483,2,0,2
8,7.4050999,9.1090941,1,1,1,41,2,1150,2,0,2
11,7.423095,9.0711047,1,1,1,36,2,1150,2,0,2
10,3.3384194,6.503515,1,1,1,30,3,575,0,1,1
3,5.5802714,6.372155,0,1,1,37,3,433,2,0,0
4,9.7811167,10.2676783,0,1,1,33,2,433,0,0,1
2,7.0141933,4.8160167,1,1,1,35,3,433,2,0,1
5,6.7214334,6.1901477,1,1,0,37,1,1483,2,0,2
5,3.379854,6.5328149,1,1,1,41,2,816,0,2,2
6,3.3483033,6.4815892,1,1,1,29,3,816,2,0,2
3,3.4373681,6.4394188,1,1,1,37,1,433,2,0,2
3,8.3452951,5.032485,1,1,1,32,3,433,2,0,2
2,3.3113851,6.505618,0,1,0,58,2,766,2,0,0
10,3.33414,6.5896961,1,1,1,39,3,1150,2,0,2
11,3.9440125,7.4205479,1,1,1,36,1,916,0,0,2
10,3.84088,7.3546959,1,1,1,45,1,1150,0,0,2
3,7.106835,7.3687062,1,1,1,43,2,1483,2,0,0
3,3.3392053,6.6532368,1,1,1,33,1,433,2,0,2
2,3.3066327,6.5413382,1,1,1,36,3,766,2,0,2
2,8.489229,11.9885419,1,1,1,34,1,433,2,0,2
8,3.5701631,6.7927574,1,1,1,37,3,766,0,0,2
8,7.5966869,9.0289273,1,1,1,41,2,816,2,0,2
3,5.2464095,7.6530143,0,0,1,34,1,800,2,0,2
9,3.24155,6.5427586,0,1,1,38,3,816,0,0,2
7,3.4363566,6.808736,1,1,1,34,3,1150,2,2,2
4,5.8025904,5.5551241,1,1,1,44,3,816,2,0,2
3,3.2833565,6.5311681,1,3,1,37,1,433,2,0,2
19,4.5622896,8.4801158,1,1,1,40,2,916,0,0,2
5,3.5952734,6.5007525,1,3,1,45,3,816,2,0,2
2,3.3243015,7.1474306,1,1,1,33,1,766,2,0,2
12,3.4140444,6.7026302,1,1,1,39,1,1400,0,2,2
2,3.774967,6.4633888,1,1,1,41,3,433,2,2,2
10,3.3359009,6.5191737,1,1,1,28,1,916,0,0,2
2,3.3189043,6.6815947,1,1,1,38,3,766,2,0,2
3,3.2807994,6.6024141,0,1,0,36,3,433,2,0,2
7,3.3025428,6.5177277,1,1,1,36,1,816,2,0,2
2,3.3460821,6.6657111,0,1,0,39,2,766,2,0,0
5,4.3649614,7.4674308,1,1,1,34,3,816,0,0,2
2,4.5996904,8.4253538,1,1,1,31,1,433,2,0,2
4,3.6091283,6.8694483,0,1,1,34,3,433,2,0,2
2,5.7608183,5.541765,1,1,1,43,1,766,2,0,2
11,7.1087516,4.867722,0,1,1,37,3,800,2,1,2
10,2.749517,6.6456978,1,1,1,45,2,1466,2,0,2
10,3.5172463,6.6498717,1,1,1,52,3,800,0,0,2
3,3.3629816,6.6532733,0,1,1,40,1,433,2,0,2
2,3.1919025,6.4572896,1,3,1,33,2,433,2,0,2
3,7.0150685,4.7591623,1,1,1,37,2,433,2,0,2
3,3.4784832,6.4420013,1,1,1,38,2,433,2,2,2
2,4.102615,12.4320167,1,1,1,35,2,766,2,0,2
4,6.319015,4.9327642,1,1,1,40,3,816,2,0,2
10,7.0193962,4.9734153,1,1,1,37,1,1150,0,2,2
9,5.601413,6.4245449,1,1,1,39,3,1150,2,0,0
9,7.0296055,5.0150279,1,1,1,45,2,1150,2,0,0
13,3.3567631,6.6784427,1,1,1,34,1,1466,2,0,2
2,3.852421,7.3314344,1,1,1,38,2,433,2,0,2
7,3.2585197,6.7447671,1,1,1,35,1,1150,2,0,0
3,3.2791344,6.5910627,1,1,1,33,2,433,2,0,2
7,3.3450311,6.6930995,1,1,1,57,3,1150,2,0,0
4,6.0277234,9.0805874,1,1,1,49,3,816,2,0,2
7,3.9848132,7.4481819,1,1,1,40,2,1150,2,0,0
9,3.499863,6.5977661,1,1,1,33,2,800,0,0,1
4,7.0731816,8.9311329,0,1,1,46,3,1483,2,0,2
2,3.3396787,7.1264632,1,1,1,54,1,433,2,0,2
2,5.5999701,6.293171,1,3,1,41,2,766,2,0,2
5,8.5616592,12.0047996,1,1,1,34,3,816,2,0,2
2,3.3286609,6.5095692,1,3,1,49,2,766,2,0,0
10,7.4645245,9.0676873,1,1,1,33,2,550,2,1,2
4,3.3968287,6.5708974,1,1,1,41,1,716,2,0,2
6,3.434849,6.4310422,0,1,0,36,2,650,2,0,2
5,3.297195,6.5334087,0,1,0,40,3,766,2,0,2
3,3.2578937,6.5289012,1,1,0,29,3,433,2,0,0
2,4.571379,8.4485408,0,1,0,31,3,433,2,0,0
2,7.101534,4.8740955,1,1,0,34,2,766,2,0,2
2,3.4896385,6.6828144,0,1,0,40,1,766,2,0,0
8,3.416,6.4351,1,1,0,29,2,1150,0,0,2
9,7.0373446,4.8189784,1,1,1,33,2,1100,2,2,2
8,3.4774513,6.4367383,0,1,1,34,1,816,0,0,2
9,3.3791383,6.619437,0,1,1,43,1,575,0,1,2
3,3.5701532,6.7925278,0,1,1,37,1,766,0,2,2
13,8.5527984,7.6932655,1,1,1,36,1,1100,0,2,2
10,8.8867462,9.9265202,1,1,1,37,1,1750,0,0,2
7,7.4907184,5.518951,1,1,1,49,2,816,2,0,0
5,3.5442,6.5468283,1,1,1,38,3,816,2,0,2
6,7.0621124,4.8136577,1,1,1,43,2,816,2,0,2
2,3.3029506,6.6297912,1,1,0,38,3,766,2,0,0
2,3.3614067,6.5166755,1,3,0,42,1,433,2,0,2
4,3.2789541,6.6458291,1,1,1,32,3,816,2,2,2
4,7.0736933,6.2252666,1,1,1,30,3,816,2,0,2
3,3.6016789,6.4980594,0,1,0,33,2,433,2,0,0
2,3.3045647,6.6510867,1,1,1,41,1,433,2,0,1
10,7.3862093,9.1091071,0,1,1,26,3,1075,0,0,2
2,8.908032,9.9259745,1,3,1,32,1,433,2,0,2
11,3.3399435,6.4964831,1,1,0,45,1,1150,0,0,2
3,3.3156509,6.4635662,1,1,0,28,1,766,2,0,2
2,3.5164694,6.6687616,1,3,0,42,1,433,2,0,2
3,3.3639265,6.504678,1,1,0,31,3,612,2,0,2
2,5.1694453,7.2668425,0,1,0,36,1,766,2,0,0
2,3.4198279,6.4230551,0,0,0,38,1,433,1,0,0
6,7.0590872,8.9616276,0,1,0,34,1,433,2,0,2
10,3.3756438,6.555519,1,1,1,35,1,1150,0,2,2
4,8.0821567,6.3294467,0,1,1,28,3,433,0,2,1
12,3.3810353,6.6098228,1,1,1,38,1,1400,0,3,2
6,6.3872744,5.0061564,1,1,1,43,2,1150,0,3,2
2,3.3468977,6.637077,1,1,1,32,1,433,2,0,0
6,3.4189516,6.4276896,1,1,1,39,2,1150,2,0,2
8,3.3828068,6.6021278,1,1,1,39,3,1150,2,0,2
2,8.5238167,11.961085,0,1,1,35,1,433,2,0,2
3,3.5009339,6.596457,0,1,1,34,3,433,2,0,2
2,7.4454289,10.516369,1,1,1,36,1,766,2,0,2
4,3.634815,6.8518033,1,1,1,39,3,816,2,0,2
4,3.9384704,6.8283842,1,3,1,33,3,816,2,0,2
